device_id,age_years,days_since_maint,issues_3m,issues_6m,avg_fix_hours,status,label,risk_score
1155,7.6,317,3,6,47.1,2,1,66.6
1156,6.2,727,3,3,9.8,1,1,69.6
1157,10.5,589,8,15,8.6,0,1,98.3
1158,8.2,624,2,3,28.4,1,0,61.1
1159,11.2,240,8,12,9.6,0,1,87.1
1160,8.5,552,4,14,27.1,0,1,89.2
1161,7.9,672,0,10,21.0,2,1,81.8
1162,8.3,484,7,12,25.1,0,1,85.5
1163,1.0,437,8,15,15.5,0,0,61.0
1164,10.6,32,3,14,20.6,0,0,42.4
1165,2.4,325,1,11,30.2,0,0,39.0
1166,0.8,648,5,9,12.2,0,1,74.2
1167,10.1,348,8,11,45.3,1,1,95.2
1168,9.3,647,7,8,4.6,0,1,66.9
1169,4.1,717,1,13,6.6,2,1,84.6
1170,4.0,648,6,7,5.3,0,0,53.0
1171,10.3,418,1,10,36.2,0,0,64.7
1172,8.1,17,7,13,22.5,0,0,59.2
1173,1.7,673,0,14,25.1,0,0,44.3
1174,0.6,737,1,10,38.0,0,0,60.8
1175,7.8,269,5,11,23.4,0,0,50.3
1176,2.1,52,0,4,15.3,0,0,27.7
1177,9.2,325,8,10,7.5,0,1,65.4
1178,4.7,15,8,10,3.2,0,0,54.8
1179,10.4,439,5,8,46.9,0,1,66.2
1180,1.3,200,7,14,29.0,0,0,55.8
1181,11.6,637,4,10,16.1,0,1,91.6
1182,11.0,514,3,3,30.8,0,0,64.9
1183,3.0,499,5,11,10.3,0,1,73.7
1184,4.7,82,5,5,26.8,0,0,37.1
1185,7.8,790,5,5,46.8,0,1,78.0
1186,3.0,275,2,7,40.8,0,0,31.8
1187,2.5,275,1,1,40.0,0,0,35.4
1188,10.7,353,3,7,22.2,0,0,55.7
1189,2.5,546,6,7,6.1,2,1,72.4
1190,2.7,552,6,11,15.6,0,1,69.2
1191,11.1,788,3,11,14.5,0,1,76.9
1192,7.7,293,2,15,24.6,0,0,55.6
1193,8.9,488,1,3,24.7,1,1,67.5
1194,6.4,517,8,15,9.0,1,1,90.2
1195,6.1,513,7,11,28.1,0,1,84.2
1196,8.0,219,3,6,22.0,0,0,37.9
1197,5.4,393,2,15,18.3,0,0,44.1
1198,1.5,462,8,13,11.4,0,1,65.7
1199,4.4,468,7,13,19.9,1,1,74.7
1200,4.9,190,7,10,13.1,0,0,65.0
1201,3.9,520,8,9,37.8,2,1,87.3
1202,1.3,46,8,11,16.4,0,0,35.7
1203,9.1,793,4,7,34.0,2,1,123.6
1204,9.2,764,8,12,0.9,0,1,102.4
1205,9.5,420,6,15,36.5,0,1,84.9
1206,11.9,159,6,9,11.3,1,1,70.2
1207,6.4,572,7,14,16.7,0,1,90.1
1208,5.4,721,6,9,21.3,2,1,89.0
1209,2.1,138,4,15,1.0,1,0,58.3
1210,4.4,436,6,12,36.7,0,0,61.9
1211,7.2,588,0,4,7.8,2,1,69.3
1212,7.7,624,6,12,10.2,0,1,79.7
1213,2.7,118,5,14,46.2,0,0,43.7
1214,2.5,698,8,10,2.0,0,1,74.0
1215,2.6,78,6,10,10.3,0,0,39.9
1216,5.7,384,8,8,8.7,2,1,86.7
1217,2.3,120,2,10,20.4,1,0,37.3
1218,10.9,218,2,15,10.3,0,0,62.1
1219,6.0,625,4,13,10.1,1,1,79.0
1220,2.8,153,7,8,39.7,0,0,42.6
1221,4.3,589,7,14,22.5,0,1,65.3
1222,7.9,474,5,9,19.1,1,1,87.8
1223,5.3,190,6,13,18.8,0,0,60.8
1224,1.6,722,0,7,42.6,0,1,66.3
1225,6.7,689,1,12,35.0,2,1,107.1
1226,5.2,787,8,9,47.8,0,1,80.5
1227,9.3,340,6,13,8.3,0,0,54.6
1228,0.8,661,7,13,16.8,0,0,62.8
1229,0.9,263,1,12,44.1,0,0,46.2
1230,6.1,76,1,9,31.7,1,0,42.5
1231,5.9,292,2,4,40.3,0,0,34.8
1232,1.9,766,6,8,4.2,1,1,84.3
1233,2.3,373,2,5,34.4,2,1,67.1
1234,5.6,55,8,9,19.1,0,0,37.3
1235,0.6,797,6,9,44.6,0,1,69.1
1236,1.6,438,0,0,16.5,0,0,33.5
1237,3.0,105,2,13,8.4,0,0,20.2
1238,4.3,582,3,12,10.3,0,1,73.9
1239,1.9,225,1,6,15.9,0,0,31.8
1240,0.6,224,7,10,3.6,1,0,58.6
1241,4.7,75,3,9,14.8,0,0,48.6
1242,1.7,556,2,6,46.1,0,1,66.9
1243,8.5,701,2,7,8.8,1,1,82.4
1244,11.7,689,7,8,16.4,0,1,92.7
1245,4.9,662,3,11,28.4,2,1,85.6
1246,7.6,134,4,7,35.6,1,0,61.6
1247,1.2,390,7,11,10.1,0,0,60.2
1248,3.2,749,7,12,6.9,0,1,86.8
1249,1.0,431,4,4,11.4,1,0,47.1
1250,2.9,62,3,15,33.1,1,0,52.8
1251,4.9,336,2,9,30.4,0,0,47.4
1252,11.5,60,2,5,6.5,0,0,39.8
1253,9.6,216,3,11,4.2,1,0,55.2
1254,8.8,257,6,8,29.3,0,0,64.6
1255,11.6,213,4,11,4.3,2,1,79.7
1256,2.4,458,6,14,29.4,0,0,55.3
1257,11.5,500,0,12,20.8,0,1,76.4
1258,4.0,557,2,10,35.0,0,0,57.8
1259,5.7,391,8,15,3.9,0,1,69.8
1260,2.3,201,0,0,41.4,1,0,29.2
1261,5.2,432,6,11,18.7,0,1,79.4
1262,1.3,46,1,7,44.8,0,0,31.7
1263,11.5,796,5,13,34.2,0,1,93.7
1264,1.2,401,6,9,12.0,0,0,61.2
1265,7.8,699,0,4,12.9,0,0,62.6
1266,3.4,623,2,2,6.0,0,0,53.5
1267,4.9,730,1,9,43.7,2,1,82.0
1268,5.4,715,4,12,46.5,0,1,76.3
1269,4.0,428,1,2,30.7,1,0,45.9
1270,2.1,773,3,14,19.4,0,1,84.3
1271,9.9,8,1,2,37.3,0,0,30.2
1272,3.8,448,2,4,18.3,1,0,44.6
1273,2.6,119,7,10,9.3,0,0,34.5
1274,9.2,272,6,13,30.3,0,1,80.1
1275,2.4,307,1,7,6.4,0,0,17.3
1276,3.2,503,1,1,3.4,1,0,31.4
1277,7.2,49,1,4,25.3,0,0,32.0
1278,11.8,786,4,11,23.0,0,1,88.4
1279,4.8,358,5,8,45.2,0,0,55.9
1280,1.2,371,5,6,0.6,2,0,64.1
1281,10.1,149,0,3,41.8,0,0,45.0
1282,9.9,384,7,14,25.0,0,0,64.1
1283,7.8,336,0,11,42.0,2,1,83.9
1284,8.3,246,7,13,35.6,1,1,75.5
1285,11.3,494,1,12,18.8,0,1,72.4
1286,10.5,592,8,8,6.6,1,1,88.0
1287,8.2,568,7,9,43.1,2,1,107.9
1288,6.7,256,3,5,36.3,0,0,35.1
1289,5.5,739,0,5,44.6,0,0,58.4
1290,3.7,743,4,14,23.1,2,1,88.9
1291,2.1,554,7,8,38.3,0,0,60.3
1292,7.1,622,1,11,16.8,2,1,94.9
1293,8.8,676,8,14,38.9,0,1,85.7
1294,1.5,98,5,14,45.0,1,0,44.4
1295,4.7,327,6,15,35.5,0,1,68.6
1296,2.7,404,6,11,37.1,1,1,85.0
1297,2.0,686,3,4,19.3,0,0,54.0
1298,2.2,310,3,10,32.8,0,0,39.0
1299,9.1,726,0,10,15.2,2,1,81.2
1300,12.0,730,7,10,24.0,1,1,102.6
1301,11.8,348,2,15,34.5,1,1,91.9
1302,3.1,760,0,5,41.2,1,0,61.4
1303,9.9,170,0,12,16.5,0,0,58.3
1304,9.2,407,1,9,35.0,0,1,70.4
1305,8.6,568,6,7,6.7,1,1,84.4
1306,9.8,733,4,11,31.6,0,1,83.8
1307,6.0,155,3,6,38.7,0,0,47.0
1308,4.7,596,1,11,37.8,2,1,82.1
1309,11.8,702,2,2,5.1,2,1,83.1
1310,1.1,534,5,14,21.1,0,1,68.8
1311,3.3,128,3,9,23.7,0,0,49.4
1312,8.0,391,1,13,22.5,1,0,62.5
1313,7.8,462,5,5,6.2,0,0,59.6
1314,8.2,528,3,3,28.4,2,1,84.9
1315,8.5,103,2,8,23.5,0,0,38.9
1316,7.1,108,5,6,34.4,2,1,73.6
1317,5.2,724,0,12,26.9,0,1,73.3
1318,6.1,538,8,9,36.3,0,1,84.1
1319,1.8,620,2,2,26.8,1,0,46.7
1320,2.0,218,2,3,27.2,2,0,40.4
1321,11.8,525,4,9,46.4,0,1,94.4
1322,8.1,261,4,4,45.4,0,0,62.8
1323,8.1,462,2,11,23.8,0,1,73.4
1324,12.0,627,8,11,33.2,0,1,83.3
1325,0.9,152,4,7,46.0,0,0,29.1
1326,4.6,138,6,7,26.6,0,0,50.9
1327,2.4,474,1,5,32.6,2,0,57.3
1328,2.8,651,4,14,33.6,0,1,67.0
1329,8.1,530,2,8,39.5,0,1,73.2
1330,4.9,625,3,4,13.3,0,0,62.2
1331,5.2,344,1,6,43.7,1,0,44.7
1332,9.7,287,0,3,18.4,2,0,61.8
1333,1.7,133,2,10,35.1,0,0,42.7
1334,6.1,548,5,14,41.6,0,1,80.1
1335,10.8,181,5,11,9.1,1,1,73.8
1336,9.6,571,6,13,28.6,0,1,90.1
1337,8.7,680,2,4,18.5,1,0,61.7
1338,8.8,386,3,13,29.4,1,1,65.3
1339,11.8,486,8,12,13.6,0,1,99.9
1340,10.6,241,4,14,41.3,2,1,89.7
1341,4.1,99,1,2,35.2,2,0,40.1
1342,1.2,768,4,12,44.7,1,1,69.1
1343,11.4,700,8,10,23.3,0,1,111.4
1344,10.7,721,1,7,1.2,0,1,77.6
1345,0.6,442,8,13,12.1,1,1,86.2
1346,10.0,547,0,14,46.3,0,1,82.1
1347,6.5,237,2,3,17.9,0,0,33.0
1348,1.1,514,6,8,18.2,0,1,70.0
1349,3.4,559,1,5,14.7,0,0,37.1
1350,9.0,589,6,9,44.3,2,1,122.1
1351,6.4,43,7,14,3.2,0,0,49.4
1352,3.9,116,0,11,42.8,0,0,28.8
1353,1.7,510,3,4,25.6,2,1,69.3
1354,11.0,14,2,14,31.7,0,0,45.9
1355,3.9,445,2,10,39.0,0,0,52.0
1356,10.2,172,2,7,36.0,0,0,60.7
1357,8.7,120,3,7,2.4,0,0,47.2
1358,10.9,171,3,10,46.1,2,1,72.1
1359,6.1,514,2,7,36.2,1,1,65.1
1360,8.8,766,6,8,5.7,0,1,68.7
1361,2.3,519,0,7,3.0,1,0,46.0
1362,7.4,15,6,13,14.2,0,0,57.2
1363,3.3,163,8,10,12.3,1,1,72.1
1364,11.9,260,6,9,23.0,1,1,66.5
1365,8.9,632,2,5,47.6,0,1,74.0
1366,3.1,142,6,6,13.5,0,0,29.4
1367,0.7,211,1,14,2.9,0,0,23.7
1368,7.8,243,3,8,20.7,0,0,46.7
1369,1.1,119,4,9,13.8,0,0,29.5
1370,4.2,55,2,2,0.5,0,0,13.9
1371,3.8,293,1,7,9.3,2,0,55.0
1372,4.0,106,0,4,16.2,1,0,26.4
1373,9.5,548,5,8,31.4,0,1,72.2
1374,10.7,140,1,1,28.4,2,1,67.7
1375,2.7,728,7,8,4.1,0,1,66.9
1376,8.8,786,3,11,34.7,0,1,74.6
1377,6.8,265,8,13,43.0,0,1,79.0
1378,11.0,76,7,13,25.4,2,1,98.6
1379,2.4,287,2,6,2.7,0,0,40.5
1380,8.5,765,6,13,33.0,2,1,132.0
1381,2.4,775,8,14,27.2,0,1,90.2
1382,2.9,10,2,11,10.8,0,0,36.8
1383,9.6,473,8,12,14.9,0,1,88.1
1384,6.8,182,3,3,25.8,0,0,44.0
1385,11.3,291,2,6,42.0,0,1,72.0
1386,11.9,222,8,9,0.6,0,1,71.2
1387,4.7,92,8,12,34.8,0,0,60.3
1388,4.2,65,0,11,10.9,2,0,40.1
1389,11.7,557,1,12,35.9,0,1,78.0
1390,10.5,656,8,11,39.3,0,1,89.7
1391,7.2,777,6,8,21.7,1,1,91.6
1392,2.2,497,1,8,9.1,0,0,52.9
1393,2.7,509,2,12,13.9,0,0,63.2
1394,9.9,710,3,4,7.3,0,1,68.4
1395,7.9,419,1,12,25.5,1,1,76.1
1396,7.4,393,6,6,5.7,0,1,69.5
1397,11.2,142,3,15,4.5,0,0,58.2
1398,0.7,16,1,9,35.5,0,0,27.5
1399,2.8,498,7,9,15.1,0,0,55.8
1400,6.8,280,8,9,1.5,0,0,62.2
1401,1.7,432,2,2,43.8,0,0,39.6
1402,2.2,678,4,7,44.3,0,1,71.8
1403,8.7,122,7,9,47.6,0,1,76.7
1404,3.7,85,5,6,17.6,2,0,48.7
1405,1.0,161,2,8,25.7,0,0,34.6
1406,2.2,690,4,13,39.3,0,0,59.9
1407,11.0,684,5,9,39.0,1,1,85.3
1408,0.5,159,2,7,7.5,0,0,32.4
1409,11.7,75,1,10,20.8,1,0,43.7
1410,4.2,137,2,14,18.8,0,0,36.7
1411,8.5,430,5,7,38.6,0,0,60.6
1412,5.3,516,8,15,25.8,1,1,87.1
1413,7.2,438,8,11,33.9,0,0,63.2
1414,11.9,24,5,13,23.0,0,0,45.9
1415,11.0,376,2,6,22.4,1,1,68.8
1416,11.2,438,3,6,39.8,0,0,56.4
1417,11.6,727,2,8,35.3,0,1,78.4
1418,1.1,115,1,8,40.3,2,0,37.9
1419,4.7,87,3,4,1.1,1,0,34.5
1420,9.3,488,2,13,25.6,2,1,91.2
1421,8.8,461,0,9,5.8,0,0,55.1
1422,7.4,184,8,10,1.0,1,1,73.6
1423,10.6,574,4,13,24.3,1,1,87.5
1424,2.3,101,8,14,47.0,0,0,48.4
1425,7.6,231,6,8,39.6,2,1,88.8
1426,1.4,716,7,14,15.4,0,1,86.5
1427,2.4,387,6,9,13.3,0,0,49.7
1428,9.5,350,0,7,13.9,0,0,33.2
1429,7.4,781,4,7,26.7,0,0,64.2
1430,3.6,590,0,15,2.7,0,1,65.5
1431,0.6,372,4,10,24.3,0,0,43.4
1432,4.6,139,1,6,19.8,1,0,27.1
1433,9.8,160,0,12,23.2,2,0,55.4
1434,2.4,705,7,8,42.5,0,1,84.1
1435,10.7,704,2,14,34.6,2,1,108.6
1436,11.9,630,8,13,21.8,0,1,90.4
1437,7.7,448,0,12,11.9,2,1,80.4
1438,11.5,587,7,8,38.7,0,1,100.2
1439,6.8,96,7,8,22.1,0,0,45.7
1440,1.3,597,5,10,4.7,0,1,66.5
1441,3.5,491,4,11,31.4,0,0,49.5
1442,7.0,47,5,9,19.5,2,1,81.8
1443,2.0,382,8,13,18.2,0,0,63.9
1444,3.5,705,0,1,35.7,0,0,60.0
1445,0.6,114,4,10,8.0,0,0,17.7
1446,5.0,480,1,6,22.6,0,0,59.5
1447,5.8,94,2,13,5.6,2,0,58.3
1448,5.5,418,5,6,15.6,2,1,80.6
1449,8.6,494,1,5,22.1,0,1,67.8
1450,2.2,225,5,14,2.0,0,0,41.5
1451,11.3,377,6,13,10.6,0,0,60.3
1452,9.2,440,4,8,30.7,0,0,53.6
1453,5.2,312,7,13,25.4,0,0,57.9
1454,10.1,101,6,11,46.3,0,0,54.5
1455,11.3,500,7,15,33.2,0,1,96.1
1456,4.6,716,6,6,27.1,2,1,90.4
1457,8.8,599,2,7,32.0,1,1,84.0
1458,10.0,757,5,5,7.6,0,1,68.8
1459,10.4,123,6,10,25.2,0,0,58.5
1460,10.1,135,7,8,2.2,1,0,57.0
1461,8.5,799,2,11,18.4,0,1,91.2
1462,11.7,597,0,11,39.2,0,1,84.0
1463,6.3,134,7,14,20.2,0,1,68.2
1464,5.4,790,5,6,44.5,0,1,76.4
1465,6.9,173,8,14,18.6,1,1,79.8
1466,5.5,297,1,2,38.8,0,0,43.1
1467,7.6,428,1,8,36.1,0,0,56.2
1468,7.8,522,0,9,41.0,0,1,67.2
1469,6.8,124,3,10,45.7,0,0,56.8
1470,5.8,667,6,6,45.1,1,1,88.2
1471,3.6,681,4,8,40.3,1,1,76.8
1472,3.3,431,0,0,1.7,1,0,48.7
1473,6.5,766,5,10,8.6,0,1,75.9
1474,6.9,407,3,12,31.1,1,1,80.4
1475,7.1,138,6,8,19.6,0,0,40.8
1476,3.2,734,2,10,6.1,0,0,57.1
1477,9.3,273,8,10,45.6,0,0,63.2
1478,5.5,650,2,2,29.9,0,1,71.7
1479,7.1,32,2,9,30.6,1,0,37.5
1480,8.0,234,4,7,25.9,0,0,60.3
1481,9.5,795,4,14,3.0,0,1,74.7
1482,0.8,600,1,2,22.3,0,0,29.3
1483,3.7,191,1,2,24.0,0,0,36.9
1484,5.0,509,0,13,4.0,2,0,61.5
1485,8.4,391,5,15,43.6,1,1,75.5
1486,0.6,189,0,3,46.9,2,0,47.5
1487,7.6,566,0,5,25.3,0,0,42.2
1488,7.5,555,0,4,10.8,0,0,60.9
1489,0.8,148,3,4,35.1,2,0,47.0
1490,6.0,101,5,13,31.5,0,0,60.6
1491,5.5,416,3,7,8.7,0,0,61.2
1492,3.7,409,1,10,38.2,0,0,38.5
1493,2.9,746,7,13,42.4,0,1,93.0
1494,9.9,644,1,10,18.7,0,0,64.3
1495,10.8,72,7,9,42.7,2,1,81.3
1496,5.2,625,8,13,19.4,0,1,91.8
1497,5.4,197,5,8,4.0,0,0,40.6
1498,9.5,132,0,10,33.2,1,0,43.7
1499,7.0,336,3,11,3.6,0,0,42.9
1500,3.0,581,4,15,29.4,2,1,103.7
1501,1.4,668,6,12,15.6,0,0,60.2
1502,9.7,517,0,8,20.5,0,0,47.5
1503,4.3,399,3,12,1.5,0,0,58.3
1504,7.1,11,7,11,6.7,2,0,59.2
1505,6.6,547,0,10,31.1,0,0,44.6
1506,9.7,747,4,8,15.6,0,1,67.3
1507,9.4,512,0,12,14.7,2,1,84.1
1508,7.9,131,5,14,5.4,0,0,62.2
1509,2.1,337,6,9,8.6,0,0,61.8
1510,4.7,557,0,1,12.8,1,0,39.1
1511,11.4,83,4,9,33.2,1,0,61.0
1512,8.5,148,7,8,6.5,2,1,87.3
1513,10.7,430,7,8,25.3,0,1,76.3
1514,6.1,294,5,12,11.2,0,0,50.0
1515,1.5,578,3,13,31.2,2,1,91.0
1516,1.4,513,0,6,1.1,0,0,44.2
1517,2.7,114,5,8,39.2,1,0,52.4
1518,4.1,326,7,9,40.8,0,0,51.6
1519,11.0,401,7,15,10.1,0,1,67.1
1520,5.4,709,4,13,31.3,0,1,88.8
1521,9.1,253,0,14,9.4,0,0,51.6
1522,5.7,278,1,15,26.6,0,0,40.0
1523,5.1,448,8,13,3.0,0,0,58.1
1524,8.0,756,6,9,14.5,0,1,86.5
1525,6.6,512,8,14,5.7,0,1,70.4
1526,1.8,124,0,1,27.8,0,0,17.3
1527,3.7,642,6,12,19.2,0,1,83.1
1528,8.5,514,3,5,37.8,0,0,57.9
1529,7.4,758,0,3,9.3,2,1,86.2
1530,9.0,711,3,5,15.5,0,0,61.3
1531,10.8,152,0,15,20.8,0,0,62.6
1532,10.6,181,0,11,46.6,0,0,50.2
1533,3.3,119,0,0,27.4,2,0,53.1
1534,6.5,178,2,14,5.0,0,0,50.0
1535,5.7,759,5,13,12.7,0,1,75.8
1536,0.7,368,4,15,16.4,0,0,55.0
1537,10.4,617,7,8,13.3,0,1,87.5
1538,2.2,427,3,13,47.7,0,0,43.2
1539,7.1,719,6,11,10.3,0,1,93.8
1540,4.8,117,4,14,32.7,2,1,71.5
1541,11.5,546,2,6,43.7,0,1,66.0
1542,7.3,289,4,7,2.5,0,0,43.8
1543,7.5,450,7,12,14.2,2,1,98.3
1544,8.4,484,2,10,46.4,0,1,71.2
1545,4.0,302,1,13,14.5,0,0,33.5
1546,10.0,133,0,15,15.0,0,0,49.5
1547,0.5,264,2,7,42.2,1,0,45.7
1548,11.5,581,2,3,34.4,0,1,74.9
1549,5.5,89,4,7,2.0,2,0,52.3
1550,8.3,402,6,12,46.4,0,1,68.8
1551,4.0,325,2,11,21.2,2,1,79.6
1552,2.1,793,3,7,6.9,0,0,55.3
1553,1.5,587,7,15,9.2,1,1,90.2
1554,1.6,546,7,12,24.4,0,0,64.1
1555,4.6,484,6,12,22.4,2,1,78.7
1556,9.3,97,2,11,43.6,1,0,61.6
1557,4.8,642,8,12,3.0,1,1,77.1
1558,8.2,480,8,15,40.4,0,1,80.6
1559,11.8,116,5,14,5.1,0,0,58.9
1560,4.3,69,1,12,28.3,0,0,39.2
1561,8.6,535,2,10,35.7,0,0,58.8
1562,8.3,165,4,14,15.3,2,0,64.1
1563,6.1,711,3,4,3.7,0,1,72.9
1564,6.5,260,3,4,23.0,1,0,51.9
1565,1.1,131,4,10,23.5,0,0,27.5
1566,10.2,273,7,8,21.0,0,0,57.8
1567,9.9,680,3,5,24.8,0,0,63.8
1568,6.0,303,1,10,23.9,0,0,41.7
1569,8.5,116,7,13,39.1,0,0,58.1
1570,1.9,405,0,9,2.1,0,0,38.2
1571,5.6,370,2,9,42.4,0,0,38.5
1572,2.3,519,8,11,17.1,1,1,75.7
1573,1.2,678,2,7,31.7,0,0,54.4
1574,10.4,150,4,14,14.9,0,1,69.8
1575,7.9,392,7,9,27.9,2,1,104.2
1576,6.5,139,5,14,45.9,0,0,61.7
1577,5.1,53,0,5,11.5,0,0,20.1
1578,8.3,338,3,15,38.9,1,1,67.4
1579,10.8,185,6,12,44.3,0,0,62.2
1580,0.9,774,1,8,36.8,0,1,69.1
1581,11.1,335,1,12,21.9,0,0,62.5
1582,6.9,207,4,11,21.3,0,0,42.4
1583,2.4,548,3,4,28.2,0,0,55.9
1584,2.8,150,0,11,37.3,0,0,42.5
1585,4.4,705,8,15,9.5,0,1,94.8
1586,6.3,372,8,10,38.6,0,1,76.7
1587,10.6,589,1,3,37.7,0,0,52.7
1588,3.2,622,8,13,1.6,1,1,78.5
1589,10.0,406,5,6,41.9,0,0,63.3
1590,6.6,254,8,12,19.5,0,1,71.7
1591,1.8,489,4,14,1.9,0,0,47.3
1592,4.3,790,0,4,10.2,1,0,59.0
1593,9.2,70,3,10,4.0,2,1,78.8
1594,8.6,790,0,11,47.1,2,1,105.1
1595,7.5,89,8,15,45.5,0,0,53.8
1596,0.9,526,3,13,17.1,0,0,62.0
1597,10.6,240,0,1,1.8,1,0,35.4
1598,7.5,395,0,15,3.0,1,1,66.2
1599,5.4,444,8,10,6.0,0,1,71.7
1600,10.9,367,3,8,21.2,0,0,53.4
1601,7.3,239,6,14,27.5,2,1,74.5
1602,8.8,65,1,1,6.5,0,0,12.5
1603,4.5,677,3,7,6.7,0,0,64.9
1604,8.1,85,4,12,10.3,1,1,65.9
1605,10.8,232,7,11,45.2,1,1,78.0
1606,8.0,546,4,9,33.6,0,0,57.6
1607,10.9,729,7,11,4.2,2,1,126.3
1608,6.5,319,8,11,6.3,1,1,83.8
1609,0.9,247,7,14,45.8,0,1,68.4
1610,3.6,609,6,10,39.8,0,1,67.0
1611,7.5,514,0,12,18.8,0,0,47.6
1612,2.6,448,8,8,31.9,0,1,73.9
1613,11.3,630,5,9,39.0,0,1,93.6
1614,4.4,643,6,12,37.7,2,1,111.1
1615,9.8,573,6,10,41.3,2,1,108.4
1616,7.1,588,8,12,8.2,0,1,88.6
1617,11.1,142,0,8,38.5,2,0,57.6
1618,3.4,562,4,9,27.6,0,0,54.6
1619,3.6,263,0,3,15.1,0,0,36.4
1620,10.2,461,7,7,21.4,0,1,89.7
1621,6.0,576,3,9,3.3,2,1,77.8
1622,7.5,328,1,8,9.0,1,0,47.5
1623,10.5,137,3,13,8.8,2,1,81.3
1624,3.2,677,0,5,33.0,2,1,79.2
1625,1.0,741,3,3,45.7,2,1,99.4
1626,0.7,368,8,8,29.0,0,0,44.9
1627,5.6,530,1,4,10.2,0,0,56.6
1628,8.3,80,6,10,7.3,0,0,58.7
1629,4.4,424,5,12,45.3,0,0,52.0
1630,4.7,304,2,11,1.7,0,0,51.2
1631,6.4,766,8,13,45.1,0,1,99.6
1632,8.1,160,6,7,45.9,2,1,98.1
1633,7.0,595,8,14,26.1,0,1,98.3
1634,9.7,628,7,15,25.2,0,1,82.7
1635,7.1,256,5,8,38.5,2,1,74.6
1636,4.1,125,3,10,35.3,2,0,61.4
1637,4.5,524,1,15,17.7,0,0,48.7
1638,9.5,242,2,10,12.1,2,1,79.7
1639,8.2,627,4,8,16.7,0,1,68.3
1640,6.3,158,7,10,43.2,2,1,70.6
1641,1.9,276,8,15,35.8,0,0,49.8
1642,5.5,713,2,3,6.8,2,1,94.6
1643,10.9,369,2,8,33.6,0,0,54.8
1644,4.4,351,1,12,2.6,1,0,47.5
1645,5.7,425,7,13,14.2,0,0,58.5
1646,2.6,791,8,9,7.7,0,1,82.1
1647,8.2,471,6,11,21.3,0,1,75.9
1648,11.4,106,3,7,23.9,0,0,49.4
1649,6.5,527,6,10,15.8,0,0,60.9
1650,2.1,759,3,9,25.2,0,1,68.7
1651,1.6,298,2,3,14.2,0,0,21.6
1652,2.4,272,1,15,11.5,0,0,26.6
1653,6.8,527,2,2,28.9,0,1,65.4
1654,6.7,206,0,15,40.0,0,0,37.8
1655,11.3,591,6,13,25.2,1,1,92.0
1656,1.8,730,1,8,42.7,0,0,47.2
1657,2.1,292,1,6,38.7,1,0,37.2
1658,1.4,167,8,13,13.6,0,0,51.3
1659,9.4,730,5,5,21.1,2,1,113.3
1660,4.2,578,0,0,12.2,0,0,50.9
1661,3.0,207,4,11,7.7,1,0,57.9
1662,3.7,210,1,9,41.2,1,0,33.2
1663,1.3,578,3,14,9.0,0,0,49.2
1664,4.9,604,3,13,17.1,0,1,79.1
1665,10.6,244,4,14,23.5,1,1,70.9
1666,4.6,499,4,5,10.9,2,1,90.2
1667,9.3,436,7,12,12.3,0,1,66.1
1668,11.5,683,1,6,33.6,1,1,91.1
1669,6.1,507,6,9,1.9,0,0,56.4
1670,10.3,425,0,10,12.9,0,0,51.2
1671,5.6,415,4,4,13.2,1,0,55.8
1672,9.9,322,7,13,11.0,2,1,98.2
1673,9.5,119,5,7,29.2,0,0,59.5
1674,9.7,99,5,10,36.9,0,0,61.4
1675,6.5,377,8,11,47.3,1,1,83.2
1676,8.8,304,2,7,16.2,0,0,56.0
1677,11.3,43,0,3,24.3,1,0,28.9
1678,3.8,31,3,13,37.2,0,0,31.8
1679,1.9,393,6,8,39.4,2,1,93.2
1680,1.4,523,6,6,1.2,1,1,66.3
1681,2.2,760,6,9,40.0,2,1,110.9
1682,5.4,768,0,9,13.5,0,0,53.8
1683,8.0,489,6,10,20.9,0,1,69.8
1684,3.7,298,8,11,18.7,2,1,92.9
1685,11.4,788,8,9,22.0,0,1,85.3
1686,9.4,464,5,12,27.2,0,1,69.4
1687,9.8,92,1,9,8.5,2,0,62.6
1688,3.4,151,6,15,40.3,0,1,65.6
1689,9.2,67,7,11,20.1,1,1,77.8
1690,0.9,712,6,6,13.2,0,1,65.9
1691,6.1,518,5,15,11.7,0,1,69.9
1692,6.9,764,1,15,5.5,0,1,67.4
1693,9.2,172,8,9,8.4,0,1,75.8
1694,0.9,441,7,9,30.2,0,0,49.1
1695,10.6,435,6,6,14.6,0,0,63.7
1696,11.1,699,4,12,15.8,2,1,111.2
1697,2.4,304,8,11,38.6,2,1,83.9
1698,7.5,490,7,10,45.0,2,1,111.1
1699,10.3,145,2,10,34.5,0,0,45.3
1700,2.6,488,1,1,15.3,0,0,42.5
1701,6.7,345,1,1,30.2,0,0,27.7
1702,7.8,238,5,15,1.2,0,0,51.3
1703,11.0,443,4,9,30.2,0,0,63.8
1704,6.7,682,3,4,28.7,0,0,57.7
1705,2.6,584,1,3,38.4,0,0,56.1
1706,4.3,797,4,15,41.9,0,1,83.0
1707,2.4,244,3,4,44.7,0,0,28.2
1708,6.0,7,5,6,43.1,0,0,42.3
1709,5.6,687,7,12,14.9,1,1,83.8
1710,5.0,799,6,13,17.4,1,1,88.9
1711,1.4,626,3,5,45.4,1,1,73.5
1712,10.2,580,7,14,33.5,0,1,79.7
